GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,71.5,71.51379,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,0.005,0.00494,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,0.006,0.00616,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,588.358,588.35800,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,705.842,705.84170,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,4531865,4531865.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.003,0.00294,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,3589935,3589935.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,0.006,0.00618,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,87312.02,87312.02000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,426951.6,426951.60000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,403086.5,403086.50000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,21.6,21.59691,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,14.7,14.68869,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.313,0.31348,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2004,2004,,AMR,2004,2004,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,32853.5,32853.50000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,6396451,6396451.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,0.001,0.00068,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,95963.09,95963.09000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,471928.4,471928.40000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,93706.98,93706.98000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,456495.8,456495.80000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,39.4,39.41669,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,0.028,0.02815,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,0.047,0.04678,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,4948.177,4948.17700,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,1472948,1472948.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,0.036,0.03608,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.089,0.08860,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,38016.14,38016.14000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,24231.95,24231.95000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,149912.2,149912.20000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,FMLE,Female,,,,,,,,74.8,74.76733,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,389283.7,389283.70000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,72,71.95467,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,0.005,0.00473,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,457.375,457.37460,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,474.88,474.88010,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,4580566,4580566.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.003,0.00282,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,92256.2,92256.20000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,87820.48,87820.48000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,406790.5,406790.50000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,21.9,21.87849,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.138,0.13773,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,12113.24,12113.24000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.308,0.30756,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,AMR,2005,2005,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,33998.34,33998.34000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,MLE,Male,,,,,,,,6929727,6929727.00000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,0.061,0.06139,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,323323.5,323323.50000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,224225.7,224225.70000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.088,0.08769,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,FMLE,Female,,,,,,,,0.023,0.02299,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,FMLE,Female,,,,,,,,0.023,0.02254,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,FMLE,Female,,,,,,,,2253.709,2253.70900,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,189.267,189.26740,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,485988.2,485988.20000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,72.4,72.38522,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,62.7,62.68394,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,0.001,0.00095,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,96422.22,96422.22000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,643.981,643.98050,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,39.2,39.21915,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,0.009,0.00850,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,88325.76,88325.76000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,79289.92,79289.92000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,7357.368,7357.36800,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,1464628,1464628.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,18.5,18.47181,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,749436.4,749436.40000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,12,12.02436,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,AMR,2006,2006,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.302,0.30210,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,MLE,Male,,,,,,,,100000,100000.00000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,MLE,Male,,,,,,,,97710.99,97710.99000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,6477325,6477325.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,57.2,57.21995,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,0.013,0.01324,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,92732.09,92732.09000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,459559.9,459559.90000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,4090070,4090070.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,3180154,3180154.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.007,0.00683,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.034,0.03358,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,0.061,0.06053,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,4843.816,4843.81600,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,388477.3,388477.30000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,326212.3,326212.30000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.087,0.08687,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007,2007,,AMR,2007,2007,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,FMLE,Female,,,,,,,,0.021,0.02144,,,,,
